Datetime,Open,High,Low,Close,Volume
2025-03-31 09:30:00-04:00,5563.5,5572.0,5548.5,5552.5,53008
2025-03-31 09:35:00-04:00,5552.25,5562.5,5550.75,5555.5,39218
2025-03-31 09:40:00-04:00,5555.75,5556.5,5538.75,5539.75,29292
2025-03-31 09:45:00-04:00,5539.25,5544.0,5533.75,5542.5,37867
2025-03-31 09:50:00-04:00,5541.75,5559.5,5538.0,5558.5,39527
2025-03-31 09:55:00-04:00,5558.5,5571.0,5557.0,5562.5,35655
2025-03-31 10:00:00-04:00,5562.75,5577.25,5561.5,5570.25,35875
2025-03-31 10:05:00-04:00,5570.25,5581.25,5568.25,5579.0,26276
2025-03-31 10:10:00-04:00,5578.75,5579.5,5568.5,5574.5,24017
2025-03-31 10:15:00-04:00,5574.0,5576.25,5562.0,5563.0,21710
2025-03-31 10:20:00-04:00,5562.75,5567.5,5560.0,5563.0,19428
2025-03-31 10:25:00-04:00,5562.75,5565.0,5559.25,5559.75,18398
2025-03-31 10:30:00-04:00,5560.25,5583.75,5559.75,5582.5,26143
2025-03-31 10:35:00-04:00,5583.25,5584.25,5572.0,5578.5,20017
2025-03-31 10:40:00-04:00,5578.5,5582.75,5570.75,5574.0,19030
2025-03-31 10:45:00-04:00,5573.75,5585.5,5573.0,5581.25,19849
2025-03-31 10:50:00-04:00,5581.25,5583.5,5571.25,5580.5,19522
2025-03-31 10:55:00-04:00,5581.0,5582.5,5575.75,5581.5,14238
2025-03-31 11:00:00-04:00,5581.75,5588.25,5581.0,5586.25,21942
2025-03-31 11:05:00-04:00,5586.0,5591.25,5581.0,5581.75,20909
2025-03-31 11:10:00-04:00,5581.5,5589.0,5578.75,5579.5,20314
2025-03-31 11:15:00-04:00,5579.75,5589.0,5577.75,5587.0,14916
2025-03-31 11:20:00-04:00,5587.5,5598.75,5586.75,5597.25,21307
2025-03-31 11:25:00-04:00,5597.0,5600.5,5589.75,5591.0,20530
2025-03-31 11:30:00-04:00,5590.5,5594.0,5586.5,5593.0,17476
2025-03-31 11:35:00-04:00,5592.75,5601.75,5591.5,5599.75,16232
2025-03-31 11:40:00-04:00,5599.75,5604.0,5596.0,5598.0,15614
2025-03-31 11:45:00-04:00,5598.0,5604.5,5597.0,5604.0,11974
2025-03-31 11:50:00-04:00,5603.75,5606.75,5601.25,5604.25,14123
2025-03-31 11:55:00-04:00,5604.5,5604.75,5596.5,5598.5,14579
2025-03-31 12:00:00-04:00,5598.5,5604.0,5597.75,5601.25,11709
2025-03-31 12:05:00-04:00,5601.0,5602.0,5590.25,5591.75,17101
2025-03-31 12:10:00-04:00,5592.0,5592.25,5584.5,5590.0,16624
2025-03-31 12:15:00-04:00,5589.75,5600.25,5588.0,5599.25,14898
2025-03-31 12:20:00-04:00,5599.5,5599.75,5593.75,5597.5,11153
2025-03-31 12:25:00-04:00,5597.75,5611.75,5597.25,5611.25,15860
2025-03-31 12:30:00-04:00,5611.25,5611.25,5602.5,5608.25,15086
2025-03-31 12:35:00-04:00,5609.0,5609.75,5604.0,5609.0,10607
2025-03-31 12:40:00-04:00,5608.25,5610.25,5603.5,5604.75,9625
2025-03-31 12:45:00-04:00,5605.0,5609.0,5603.0,5606.0,9151
2025-03-31 12:50:00-04:00,5606.0,5610.25,5604.25,5609.0,9678
2025-03-31 12:55:00-04:00,5608.5,5609.0,5596.5,5598.5,13706
2025-03-31 13:00:00-04:00,5598.75,5605.25,5595.5,5604.25,10712
2025-03-31 13:05:00-04:00,5604.5,5614.5,5602.0,5613.75,11837
2025-03-31 13:10:00-04:00,5614.0,5617.25,5611.0,5613.5,12361
2025-03-31 13:15:00-04:00,5614.0,5614.25,5600.0,5600.5,12944
2025-03-31 13:20:00-04:00,5600.25,5601.5,5593.25,5598.5,16075
2025-03-31 13:25:00-04:00,5598.75,5602.0,5595.0,5602.0,9899
2025-03-31 13:30:00-04:00,5602.0,5603.0,5598.5,5602.5,9295
2025-03-31 13:35:00-04:00,5602.25,5607.75,5598.25,5606.25,11463
2025-03-31 13:40:00-04:00,5606.25,5606.25,5594.5,5595.75,10590
2025-03-31 13:45:00-04:00,5595.5,5597.5,5592.25,5597.0,10116
2025-03-31 13:50:00-04:00,5596.75,5606.75,5594.25,5605.5,11176
2025-03-31 13:55:00-04:00,5605.5,5605.75,5596.0,5596.75,8060
2025-03-31 14:00:00-04:00,5597.0,5612.75,5595.25,5612.0,19288
2025-03-31 14:05:00-04:00,5611.75,5628.0,5610.25,5627.75,20278
2025-03-31 14:10:00-04:00,5627.75,5635.0,5626.25,5626.75,26929
2025-03-31 14:15:00-04:00,5626.5,5634.0,5622.75,5633.5,17400
2025-03-31 14:20:00-04:00,5634.25,5635.0,5627.5,5629.0,13011
2025-03-31 14:25:00-04:00,5629.25,5635.25,5628.0,5635.0,10939
2025-03-31 14:30:00-04:00,5635.0,5640.75,5632.75,5637.75,20344
2025-03-31 14:35:00-04:00,5637.5,5642.25,5636.5,5640.25,13356
2025-03-31 14:40:00-04:00,5640.0,5645.0,5638.25,5639.0,15734
2025-03-31 14:45:00-04:00,5638.75,5640.0,5627.75,5635.0,27505
2025-03-31 14:50:00-04:00,5634.75,5644.0,5633.75,5640.75,16221
2025-03-31 14:55:00-04:00,5640.0,5640.5,5629.0,5629.25,13433
2025-03-31 15:00:00-04:00,5629.25,5640.5,5628.75,5640.0,14957
2025-03-31 15:05:00-04:00,5640.5,5645.75,5639.25,5643.25,16157
2025-03-31 15:10:00-04:00,5643.25,5654.75,5641.75,5650.25,22903
2025-03-31 15:15:00-04:00,5650.25,5653.5,5645.75,5649.25,16779
2025-03-31 15:20:00-04:00,5649.25,5657.25,5648.75,5653.0,15906
2025-03-31 15:25:00-04:00,5652.5,5653.0,5637.0,5639.25,24060
2025-03-31 15:30:00-04:00,5639.25,5654.5,5636.0,5654.0,21511
2025-03-31 15:35:00-04:00,5653.5,5656.25,5647.0,5652.0,20056
2025-03-31 15:40:00-04:00,5652.0,5672.75,5652.0,5659.5,40779
2025-03-31 15:45:00-04:00,5658.75,5663.25,5651.5,5655.0,32563
2025-03-31 15:50:00-04:00,5654.75,5664.25,5643.0,5659.0,57584
2025-03-31 15:55:00-04:00,5658.5,5665.0,5647.75,5656.25,179919
2025-03-31 16:00:00-04:00,5656.75,5657.25,5641.0,5646.75,54737
2025-03-31 16:05:00-04:00,5647.0,5647.0,5640.75,5643.0,10395
2025-03-31 16:10:00-04:00,5643.25,5647.75,5640.75,5645.5,9087
2025-03-31 16:15:00-04:00,5645.5,5648.75,5645.25,5647.75,3713
2025-03-31 16:20:00-04:00,5647.75,5647.75,5646.0,5646.25,2044
2025-03-31 16:25:00-04:00,5646.5,5647.0,5645.0,5645.75,1909
2025-03-31 16:30:00-04:00,5645.75,5646.0,5644.25,5645.0,1436
2025-03-31 16:35:00-04:00,5645.25,5646.25,5644.75,5646.25,1002
2025-03-31 16:40:00-04:00,5646.0,5647.5,5645.0,5647.25,1208
2025-03-31 16:45:00-04:00,5647.0,5647.25,5645.0,5646.0,1481
2025-03-31 16:50:00-04:00,5645.5,5646.0,5644.0,5646.0,1821
2025-03-31 16:55:00-04:00,5645.75,5646.0,5644.0,5644.5,1926
